Inputs,Tool Outputs
"Open the \""Project Proposal.docx\"" file and create a reminder to review the proposal by next Friday at 3:00 PM.","{'open_and_get_file_path': ['Project Proposal.docx'], 'create_reminder': ['Review Project Proposal', '2024-04-13 15:00:00', 'Review the project proposal document.', '', 0, False], 'join': []}"
"Show walking directions from \""Home\"" to \""Park\"" in Apple Maps.","{'maps_show_directions': ['Home', 'Park', 'w'], 'join': []}"
"Set a reminder to \""Buy birthday cake\"" by next Saturday with a priority of medium.","{'create_reminder': ['Buy birthday cake', '2024-02-03 23:59:59', '', '', 1, True], 'join': []}"
"Add the discussion points for the history exam to the note titled \""History Exam Preparation\"" in the \""Study Notes\"" folder.","{'append_note_content': ['History Exam Preparation', 'Discussion points for the history exam will be added here.', 'Study Notes'], 'join': []}"
"Create a note titled \""Match Plan\"" with the timetable points for the upcoming discussion. After that, reply to the email with additional information and attach the document \""Report.pdf\"". Finally, schedule a team competition for next Monday at 10:00 AM in the conference room.","{'create_note': ['Match Plan', 'Timetable points for the upcoming discussion will be added here.', ''], 'open_and_get_file_path': ['Report.pdf'], 'reply_to_email': [[], 'Please find additional information attached for the upcoming discussion.', ['$2']], 'create_calendar_event': ['Team Competition', '2023-03-20 10:00:00', '2023-03-20 11:00:00', 'Conference Room', [], '', None], 'join': []}"
"Send an email to Marco with the workshop itinerary attached. Embed the location of the workshop venue, \""Addison Conference Room,\"" in the email context for easy access.","{'get_email_address': ['Marco'], 'open_and_get_file_path': ['workshop itinerary'], 'maps_open_location': ['Addison Conference Room'], 'compose_new_email': [['$1'], [], 'Workshop Itinerary and Venue', 'Please find the attached workshop itinerary. For your convenience, the workshop will be held at the following location: $3', ['$2']], 'join': []}"
"Append the lecture notes to the note \""Weekly Updates\"" in the \""Work\"" folder, then forward the latest project status email to John and Sarah with additional comments, and create a summary of the \""Financial Report.pdf\"".","{'append_note_content': ['Weekly Updates', 'Lecture notes', 'Work'], 'get_email_address': ['Sarah'], 'forward_email': [['$2', '$3'], [], 'Please see the attached for the latest project status.', []], 'open_and_get_file_path': ['Financial Report.pdf'], 'summarize_pdf': ['$5'], 'join': []}"
"Open the file \""PresentationSlides.pptx\"" to review and prepare for the town hall tomorrow.","{'open_and_get_file_path': ['PresentationSlides.pptx'], 'join': []}"
"Create a reminder to \""Buy Birthday Gift for Mom\"" by next Friday with notes \""Find a nice perfume\"" in the \""Shopping\"" list with high priority.","{'create_reminder': ['Buy Birthday Gift for Mom', '2024-04-27 23:59:59', 'Find a nice perfume', 'Shopping', 1, True], 'join': []}"
"Reply to the last received email with the rally minutes attached, create a reminder to prepare for the presentation due next week, and open the file \""Financial Report.pdf\"" for review.","{'open_and_get_file_path': ['Financial Report.pdf'], 'reply_to_email': [[], 'Please find the attached rally minutes.', ['$1']], 'create_reminder': ['Prepare for presentation', '2024-05-27 13:33:00', '', '', 0, False], 'join': []}"
"Send an email to John and Sarah regarding the team class tomorrow with the presentation slides attached. Also, create a reminder to prepare class notes before the session.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['presentation slides'], 'compose_new_email': [['$1', '$2'], [], 'Reminder: Team Class Tomorrow', 'Please find the presentation slides attached for our team class scheduled for tomorrow.', ['$3']], 'create_reminder': ['Prepare class notes', '2029-05-06 09:47:00', '', '', 0, False], 'join': []}"
"Create a reminder to \""Buy Birthday Gift for Mom\"" for next Saturday, mark it as high priority, then forward the email containing the gift ideas to Kate and Lee for feedback.","{'create_reminder': ['Buy Birthday Gift for Mom', '2024-04-15 00:00:00', '', '', 1, True], 'get_email_address': ['Lee'], 'forward_email': [['$2', '$3'], [], 'Please provide feedback on these gift ideas.', []], 'join': []}"
"Create a calendar event titled \""Birthday Party\"" on October 10th at 7:00 PM at \""Sunset Gardens\"" for guests Sarah, Jack, and Emily. Also, create a note titled \""Party Ideas\"" in the \""Events\"" folder and then open this note for adding more details.","{'get_email_address': ['Emily'], 'create_calendar_event': ['Birthday Party', '2024-10-10 19:00:00', '2024-10-10 21:00:00', 'Sunset Gardens', ['$1', '$2', '$3'], '', None], 'create_note': ['Party Ideas', '', 'Events'], 'open_note': ['Party Ideas', 'Events'], 'join': []}"
"Append the latest updates to the \""Project Notebook\"" note in the \""Work\"" folder and open the note \""Party Minutes\"" in the \""Notes\"" folder. Next, create a new note titled \""Vacation Planning\"" and add your travel itinerary in the note.","{'append_note_content': ['Project Notebook', 'Latest updates.', 'Work'], 'open_note': ['Party Minutes', 'Notes'], 'create_note': ['Vacation Planning', 'Travel itinerary will be added here.', ''], 'join': []}"
"Show me walking directions from my current location to Addison Apartments, and append \""Debate notes for today's presentation\"" to the \""Work\"" note.","{'maps_show_directions': ['', 'Addison Apartments', 'w'], 'append_note_content': ['Work', ""Debate notes for today's presentation"", ''], 'join': []}"
"Forward the email with the attachment \""MatchDetails.docx\"" to John and Sarah, create a calendar event titled \""Client Match\"" for next Monday at 2:00 PM at \""Office\"", and set a reminder to \""Buy tickets for the concert\"" by next Friday. Lastly, open \""Newark\"" in Apple Maps.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['MatchDetails.docx'], 'create_calendar_event': ['Client Match', '2023-02-17 14:00:00', '2023-02-17 15:00:00', 'Office', ['$1', '$2'], '', None], 'create_reminder': ['Buy tickets for the concert', '2023-02-21', '', '', 0, False], 'maps_open_location': ['Newark'], 'forward_email': [['$1', '$2'], [], '', ['$3']], 'join': []}"
"Open the file \""Study_Guide.docx\"" to review, and create a note titled \""Exam Prep\"" with key points for the upcoming test.","{'open_and_get_file_path': ['Study_Guide.docx'], 'create_note': ['Exam Prep', 'Key points for the upcoming test will be added here.', ''], 'join': []}"
"Open the file \""Lab_Report.pdf\"" to review, summarize its content, and then reply to the email with the summary attached. Finally, send an SMS to John and Jane with the main points from the lab report.","{'open_and_get_file_path': ['Lab_Report.pdf'], 'summarize_pdf': ['$1'], 'reply_to_email': [[], '$2', []], 'get_phone_number': ['Jane'], 'send_sms': [['$4', '$5'], '$2'], 'join': []}"
"Create a reminder to call Mary tomorrow afternoon, open the note with Mary's contact details, and then send her an SMS to confirm the class time.","{'create_reminder': ['Call Mary', '2024-04-11 12:00:00', 'Call Mary tomorrow afternoon.', '', 0, False], 'open_note': [""Mary's contact details"", ''], 'get_phone_number': ['Mary'], 'send_sms': [['$3'], 'Hi Mary, just confirming our class time. Please let me know if the time still works for you.'], 'join': []}"
"Append the key points about quantum mechanics to the note \""Physics Study\"" in the \""Science\"" folder and then open the note to review the content.","{'append_note_content': ['Physics Study', 'Key points about quantum mechanics', 'Science'], 'open_note': ['Physics Study', 'Science'], 'join': []}"
"Summarize the content of the \""Research_Report.pdf\"" file.","{'open_and_get_file_path': ['Research_Report.pdf'], 'summarize_pdf': ['$1'], 'join': []}"
"Update the \""Recipe Ideas\"" note with new recipes for pasta in the \""Cooking\"" folder.","{'append_note_content': ['Recipe Ideas', 'New Pasta Recipes:\n- Spaghetti Carbonara\n- Pesto Penne\n- Mushroom Fettuccine Alfredo\n- Tomato Basil Rigatoni', 'Cooking'], 'join': []}"
"Append the concert outline to the \""Weekly Team Competition\"" note in the \""Work\"" folder, create a reminder to prepare for the concert by next Monday at 9:00 AM, and schedule a team concert on Monday from 10:00 AM to 11:00 AM with invitees John, Sarah, and Lisa.","{'get_email_address': ['Lisa'], 'append_note_content': ['Weekly Team Competition', 'concert outline', 'Work'], 'create_reminder': ['Prepare for Concert', '2027-01-18 09:00:00', '', '', 0, False], 'create_calendar_event': ['Team Concert', '2027-01-18 10:00:00', '2027-01-18 11:00:00', '', ['$1', '$2', '$3'], '', None], 'join': []}"
"Reply to the email from Alice and Bob with the latest updates on the project attached as \""ProjectReport.pdf\"".","{'get_email_address': ['Bob'], 'open_and_get_file_path': ['ProjectReport.pdf'], 'reply_to_email': [['$1', '$2'], 'Please find attached the latest updates on the project.', ['$3']], 'join': []}"
"Create a reminder to \""Buy Birthday Cake\"" with note \""Don't forget candles\"" for tomorrow, set it as an all-day reminder and send an SMS to John about the party details.","{'create_reminder': ['Buy Birthday Cake', '2027-08-27', ""Don't forget candles"", '', 0, True], 'get_phone_number': ['John'], 'send_sms': [['$2'], ""Hey John, just a reminder about the party tomorrow. Also, I'll be buying the birthday cake. See you there!""], 'join': []}"
"Compose an email to Alex and Emma, cc John, with the subject \""Project Festival Program,\"" attaching the file \""FestivalProgram.docx,\"" and include the Zoom link for the seminar in the context.","{'get_email_address': ['John'], 'open_and_get_file_path': ['FestivalProgram.docx'], 'get_zoom_meeting_link': ['Seminar', '2025-08-27 10:00:00', 60, ['$1', '$2', '$3']], 'compose_new_email': [['$1', '$2'], ['$3'], 'Project Festival Program', '$5', ['$4']], 'join': []}"
"Forward the email with the subject \""Match Schedule\"" to Megan and James with a cc to Emily, attaching the document \""Schedule_Discussion.docx\"".","{'get_email_address': ['Emily'], 'open_and_get_file_path': ['Schedule_Discussion.docx'], 'forward_email': [['$1', '$2'], ['$3'], 'Match Schedule', ['$4']], 'join': []}"
"Forward the important email to Tom and Jane, cc to Mark, attach the seminar minutes, and open the note titled \""Project Ideas\"" in the \""Ideas\"" folder for reference.","{'get_email_address': ['Mark'], 'open_and_get_file_path': ['seminar minutes'], 'open_note': ['Project Ideas', 'Ideas'], 'forward_email': [['$1', '$2'], ['$3'], '', ['$4']], 'join': []}"
"Summarize the content of the \""Project Proposal.pdf,\"" create a performance titled \""Project Discussion\"" for next Monday at 2:00 PM with John and Kate, and find the phone number for Sarah to inform her about the performance.","{'open_and_get_file_path': ['Project Proposal.pdf'], 'summarize_pdf': ['$1'], 'get_email_address': ['Kate'], 'create_calendar_event': ['Project Discussion', '2024-06-18 14:00:00', '2024-06-18 15:00:00', '', ['$3', '$4'], '', None], 'get_phone_number': ['Sarah'], 'send_sms': [['$6'], ""A performance titled 'Project Discussion' is scheduled for next Monday at 2:00 PM. You are informed about the performance.""], 'join': []}"
"Compose a new email with the subject \""Campaign Itinerary\"" for tomorrow's team reunion. Attach the document \""Campaign_Itinerary.pdf\"" and summarize its key points in the email content. Additionally, include the Zoom reunion link in the context for the attendees.","{'open_and_get_file_path': ['Campaign_Itinerary.pdf'], 'summarize_pdf': ['$1'], 'get_zoom_meeting_link': ['Team Reunion', '2023-01-10 09:00:00', 60, []], 'compose_new_email': [[], [], 'Campaign Itinerary', ""Please find below the key points from the campaign itinerary for tomorrow's team reunion:\n\n$2\n\nJoin the Zoom reunion using the following link: $3"", ['$1']], 'join': []}"
"Create a note called \""Gathering Itinerary\"" with the program items for the marketing debate, then add additional details to the note including the new sales figures. After that, create a calendar event for the marketing debate tomorrow at 2:00 PM with John, Sarah, and Emma invited.","{'create_note': ['Gathering Itinerary', 'Program items for the marketing debate will be added here.', ''], 'append_note_content': ['Gathering Itinerary', 'Additional details including the new sales figures.', ''], 'get_email_address': ['Emma'], 'create_calendar_event': ['Marketing Debate', '2029-04-12 14:00:00', '2029-04-12 15:00:00', '', ['$3', '$4', '$5'], '', None], 'join': []}"
